src_idx,tgt_idx,src_x,src_y,src_z,tgt_x,tgt_y,tgt_z,fpfh_l2_distance,residual_after_transform,is_geometrically_consistent
1.148000000000000000e+03,3.570000000000000000e+02,8.801164627075195312e+00,-1.195811986923217773e+00,-8.716746568679809570e-01,2.504946708679199219e+01,-2.370201826095581055e+00,9.045286476612091064e-01,4.413485528007859671e+01,1.805127101891771702e+01,0.000000000000000000e+00
1.176000000000000000e+03,1.693000000000000000e+03,8.756649971008300781e+00,-1.216249704360961914e+00,-1.142275333404541016e+00,9.043385187784830137e+00,-1.859038154284159416e+00,-1.111966371536254883e+00,3.469915137103642166e+01,2.037239956764238524e+00,0.000000000000000000e+00
1.190000000000000000e+03,4.750000000000000000e+02,9.202393531799316406e+00,-4.273643195629119873e-01,-1.179634332656860352e+00,1.875821352005004883e+01,-4.981001138687133789e+00,-1.013871878385543823e-01,4.314132647084558414e+01,1.181671495113454817e+01,0.000000000000000000e+00
1.191000000000000000e+03,3.642000000000000000e+03,8.895186424255371094e+00,-1.825289726257324219e+00,-1.186987519264221191e+00,2.245156860351562500e+01,-4.479544639587402344e+00,-1.330773115158081055e+00,3.330664353868034055e+01,1.547523199422337825e+01,0.000000000000000000e+00
1.202000000000000000e+03,1.797000000000000000e+03,9.329925537109375000e+00,-5.249521136283874512e-01,-1.232065081596374512e+00,2.818713903427124023e+00,3.882658720016479492e+00,-1.137766480445861816e+00,4.789381334096783149e+01,7.193180051659417984e+00,0.000000000000000000e+00
1.206000000000000000e+03,3.604000000000000000e+03,1.671796798706054688e+01,-1.445889854431152344e+01,1.725444346666336060e-01,1.878384208679199219e+01,-6.539975404739379883e-01,-7.336643338203430176e-01,2.131114772282121450e+01,1.644944144960700072e+01,0.000000000000000000e+00
1.208000000000000000e+03,1.470000000000000000e+02,8.693457603454589844e+00,-3.576593399047851562e-01,-1.253161311149597168e+00,3.129075622558593750e+01,-1.227905273437500000e+01,1.580203175544738770e+00,3.203925538326869571e+01,2.677783537851449935e+01,0.000000000000000000e+00
1.209000000000000000e+03,1.406000000000000000e+03,9.461676597595214844e+00,-3.516213655471801758e+00,-4.112119078636169434e-01,1.105903959274291992e+01,-1.036583542823791504e+00,-1.115617692470550537e+00,2.595125431738047084e+01,5.024423368968371939e+00,0.000000000000000000e+00
1.226000000000000000e+03,2.571000000000000000e+03,1.873262596130371094e+01,-1.088497257232666016e+01,4.021318629384040833e-02,1.085352389017740826e+01,-1.178987105687459236e+00,-1.070263624191284180e+00,3.246620119764901347e+01,1.271618003907180494e+01,0.000000000000000000e+00
1.233000000000000000e+03,2.561000000000000000e+03,9.539372762044271425e+00,-3.113361120223999023e+00,-3.566385805606842041e-01,7.778293132781982422e+00,-4.348893642425537109e+00,-9.703376293182373047e-01,2.805536566584879665e+01,8.938914217935181039e-01,1.000000000000000000e+00
1.240000000000000000e+03,2.031000000000000000e+03,7.922700881958007812e+00,3.597404956817626953e+00,-1.380314946174621582e+00,3.574799299240112305e+00,3.417906045913696289e+00,-1.039932966232299805e+00,3.429688481475565709e+01,3.246219656181077884e+00,0.000000000000000000e+00
1.242000000000000000e+03,5.300000000000000000e+02,8.930684089660644531e+00,-2.419258594512939453e+00,-1.446658611297607422e+00,2.808389663696289062e+01,-2.773900985717773438e+00,1.525844573974609375e+00,3.498750847793052543e+01,2.121995546150052547e+01,0.000000000000000000e+00
1.269000000000000000e+03,2.576000000000000000e+03,2.949086570739746094e+01,3.934890329837799072e-01,1.453961491584777832e+00,4.019084930419921875e+01,-1.044954061508178711e+00,-2.144932746887207031e+00,6.834333344183963277e+01,1.308098200161466806e+01,0.000000000000000000e+00
1.271000000000000000e+03,9.100000000000000000e+02,1.499217376708984375e+02,2.777225875854492188e+01,-3.745291233062744141e+00,6.964314270019531250e+01,-1.942577362060546875e+00,1.133683490753173828e+01,0.000000000000000000e+00,8.322876012930086631e+01,0.000000000000000000e+00
1.272000000000000000e+03,2.548000000000000000e+03,1.985336875915527344e+01,-8.797578811645507812e+00,6.813029646873474121e-01,1.713082504272460938e+01,-3.749130010604858398e+00,-3.798569440841674805e+00,0.000000000000000000e+00,8.509458848835015132e+00,0.000000000000000000e+00
1.274000000000000000e+03,2.001000000000000000e+03,7.958892059326171875e+01,1.856254959106445312e+01,-4.459174156188964844e+00,5.714247131347656250e+01,2.962574386596679688e+01,-3.240439176559448242e+00,0.000000000000000000e+00,3.046234641559108169e+01,0.000000000000000000e+00
1.276000000000000000e+03,1.240000000000000000e+02,7.091576385498046875e+01,6.186958789825439453e+00,6.750249385833740234e+00,2.584860229492187500e+01,-5.164024353027343750e+00,2.783862352371215820e+00,2.289510046057780457e+01,4.407745864187983642e+01,0.000000000000000000e+00
1.278000000000000000e+03,1.463000000000000000e+03,6.919132995605468750e+01,6.433805465698242188e+00,6.365542411804199219e+00,2.649983024597167969e+01,-3.632661104202270508e+00,2.548261880874633789e+00,2.564211198044680629e+01,4.168153700892233360e+01,0.000000000000000000e+00
1.280000000000000000e+03,8.510000000000000000e+02,5.411686325073242188e+01,3.519515991210937500e+01,-2.674943208694458008e+00,8.123694610595703125e+01,9.553413391113281250e+00,-3.702415227890014648e+00,1.198687700257931610e+01,3.140435390072159905e+01,0.000000000000000000e+00
1.297000000000000000e+03,3.139000000000000000e+03,2.941694068908691406e+01,-9.713751792907714844e+00,1.370926737785339355e+00,1.188221740722656250e+01,-3.971619606018066406e+00,-1.064806818962097168e+00,2.500207590029718219e+01,1.736817368216080837e+01,0.000000000000000000e+00
1.300000000000000000e+03,2.830000000000000000e+03,7.233364868164062500e+01,-2.137177085876464844e+01,6.967997550964355469e+00,1.387900066375732422e+01,1.630753040313720703e+00,-3.664492070674896240e-01,0.000000000000000000e+00,6.273933114879086759e+01,0.000000000000000000e+00
1.303000000000000000e+03,9.550000000000000000e+02,5.473512649536132812e+01,3.566925430297851562e+01,-3.111712694168090820e+00,1.519862365722656250e+02,1.019299125671386719e+01,-4.397952556610107422e+00,1.665025867504962775e+01,9.680374684098562454e+01,0.000000000000000000e+00
1.305000000000000000e+03,1.405000000000000000e+03,5.373993682861328125e+01,3.561660766601562500e+01,-3.067440748214721680e+00,1.228130493164062500e+02,2.589396095275878906e+01,-8.768461942672729492e-01,0.000000000000000000e+00,6.684969393074754862e+01,0.000000000000000000e+00
1.306000000000000000e+03,2.564000000000000000e+03,5.384965515136718750e+01,1.480900859832763672e+01,-2.896300077438354492e+00,6.730600738525390625e+01,-2.538004159927368164e+00,7.452683925628662109e+00,3.492390123435928473e+01,2.025415722028962762e+01,0.000000000000000000e+00
1.308000000000000000e+03,9.470000000000000000e+02,5.210562515258789062e+01,1.465572166442871094e+01,-2.809865236282348633e+00,5.151631927490234375e+01,2.944757461547851562e+01,-1.554348707199096680e+00,7.322635941034081952e+01,2.091428195683449687e+01,0.000000000000000000e+00
1.310000000000000000e+03,9.410000000000000000e+02,1.607267608642578125e+02,3.005653762817382812e+01,-4.016384124755859375e+00,6.972701263427734375e+01,-1.742069482803344727e+00,1.068528556823730469e+01,1.643244130243934675e+00,9.392851187740838270e+01,0.000000000000000000e+00
1.312000000000000000e+03,1.973000000000000000e+03,1.598800201416015625e+02,2.989834594726562500e+01,-3.995208501815795898e+00,1.527745971679687500e+02,9.910977363586425781e+00,-2.156260013580322266e+00,3.769510122653576989e+00,8.258640857159434745e+00,0.000000000000000000e+00
1.324000000000000000e+03,3.783000000000000000e+03,1.497264556884765625e+02,2.800618171691894531e+01,-3.387371301651000977e+00,6.951609802246093750e+01,-1.742883443832397461e+00,1.155239009857177734e+01,1.960727709975111921e+01,8.317307610338824020e+01,0.000000000000000000e+00
1.331000000000000000e+03,3.438000000000000000e+03,5.371277618408203125e+01,3.559676742553710938e+01,-2.265109300613403320e+00,1.509627227783203125e+02,1.066228771209716797e+01,-2.616149902343750000e+00,0.000000000000000000e+00,9.670881066957126393e+01,0.000000000000000000e+00
1.353000000000000000e+03,9.570000000000000000e+02,5.460683059692382812e+01,3.575276947021484375e+01,-2.702047109603881836e+00,1.489615783691406250e+02,-9.721214294433593750e+00,1.325525283813476562e+01,8.936599965088189990e+00,1.011246665179124733e+02,0.000000000000000000e+00
1.354000000000000000e+03,2.799000000000000000e+03,5.451068115234375000e+01,1.522787380218505859e+01,-2.497074604034423828e+00,2.662490844726562500e+01,-5.331040382385253906e+00,1.460371494293212891e+00,5.032514517706907498e+01,3.141495107695941869e+01,0.000000000000000000e+00
1.367000000000000000e+03,2.109000000000000000e+03,1.094912147521972656e+01,-2.764403700828552246e+00,-7.417127490043640137e-01,1.170386981964111328e+01,-2.985400259494781494e-01,-1.064000487327575684e+00,3.063665392479185101e+01,4.478772478198560947e+00,0.000000000000000000e+00
1.383000000000000000e+03,7.700000000000000000e+01,1.497650909423828125e+01,-8.173926353454589844e+00,5.891619995236396790e-02,3.106557083129882812e+01,-1.119443321228027344e+01,2.450156927108764648e+00,3.193258488802092998e+01,1.888818416878538642e+01,0.000000000000000000e+00
1.384000000000000000e+03,1.326000000000000000e+03,1.486165714263916016e+01,-7.632649898529052734e+00,-1.129672050476074219e+00,2.610413551330566406e+01,-2.808125734329223633e+00,6.154090762138366699e-01,3.033456136811717840e+01,1.525339106467781214e+01,0.000000000000000000e+00
1.386000000000000000e+03,8.620000000000000000e+02,1.917338752746582031e+01,-1.468207120895385742e+00,-1.140367150306701660e+00,1.753938293457031250e+01,-3.915081739425659180e+00,1.209449648857116699e+00,3.489873501729857708e+01,2.213613348984847295e+00,0.000000000000000000e+00
1.394000000000000000e+03,3.289000000000000000e+03,1.741616058349609375e+01,1.675650835037231445e+00,-1.101217150688171387e+00,4.512567138671875000e+01,-4.526895999908447266e+00,-1.946584224700927734e+00,3.129872059955871322e+01,2.949843786224624154e+01,0.000000000000000000e+00
1.395000000000000000e+03,1.178000000000000000e+03,2.534025573730468750e+01,-2.200915575027465820e+00,-1.798753976821899414e+00,2.575179862976074219e+01,-4.059782028198242188e+00,1.046413660049438477e+00,3.205586407808168303e+01,3.710999821268091914e+00,0.000000000000000000e+00
1.396000000000000000e+03,2.628000000000000000e+03,4.066765975952148438e+01,-6.897490978240966797e+00,6.552003026008605957e-01,7.151929855346679688e+00,-1.324828982353210449e+00,-1.131561279296875000e+00,4.663367318705437725e+01,3.256666824995791387e+01,0.000000000000000000e+00
1.406000000000000000e+03,1.175000000000000000e+03,1.379858303070068359e+01,-2.522967100143432617e+00,-1.176203846931457520e+00,7.692990303039550781e+00,-9.133228659629821777e-01,-1.280137300491333008e+00,3.294842127807947207e+01,5.168649533964764231e+00,0.000000000000000000e+00
1.409000000000000000e+03,1.032000000000000000e+03,1.430512905120849609e+01,-7.807980537414550781e+00,-1.177515387535095215e+00,1.441818046569824219e+01,-4.223793029785156250e+00,-9.270102977752685547e-01,2.879312041394785027e+01,5.691299613222057019e+00,0.000000000000000000e+00
1.410000000000000000e+03,1.615000000000000000e+03,3.522254943847656250e+01,-8.256258010864257812e+00,1.006532430648803711e+00,1.676540184020996094e+01,-1.146640852093696594e-01,-1.418417811393737793e+00,3.771955599517406910e+01,1.997134890930790618e+01,0.000000000000000000e+00
1.420000000000000000e+03,7.800000000000000000e+01,4.022746276855468750e+01,5.159159302711486816e-01,-1.285726856440305710e-02,2.703806495666503906e+01,-4.286518096923828125e+00,2.440617322921752930e+00,2.412305474734485955e+01,1.167401211632486557e+01,0.000000000000000000e+00
1.421000000000000000e+03,1.505000000000000000e+03,2.944966506958007812e+01,-9.707239151000976562e+00,1.548097610473632812e+00,7.940971851348876953e+00,-4.314204692840576172e+00,-8.220589160919189453e-01,2.761575030543308173e+01,2.067587780107898610e+01,0.000000000000000000e+00
1.424000000000000000e+03,2.701000000000000000e+03,1.766928672790527344e+01,7.092981338500976562e-01,-1.139798879623413086e+00,1.645757484436035156e+01,1.212773442268371582e+00,-1.262391328811645508e+00,3.953670149626082519e+01,2.452479507523453339e+00,0.000000000000000000e+00
1.450000000000000000e+03,7.910000000000000000e+02,1.045617675781250000e+01,-1.606981658935546875e+01,-2.908023893833160400e-01,2.730175018310546875e+01,-5.994411468505859375e+00,8.309296965599060059e-01,0.000000000000000000e+00,2.316598063944536179e+01,0.000000000000000000e+00
1.453000000000000000e+03,3.132000000000000000e+03,1.798984336853027344e+01,-1.936626076698303223e+00,-1.211265087127685547e+00,4.354772567749023438e+00,7.854913473129272461e-01,-1.129534721374511719e+00,2.753956061429471092e+01,1.263335743506081954e+01,0.000000000000000000e+00
1.455000000000000000e+03,1.348000000000000000e+03,2.794402122497558594e+01,-9.734579324722290039e-01,7.804183959960937500e-01,2.661699867248535156e+01,-3.544430971145629883e+00,2.110868453979492188e+00,2.679954601420061877e+01,1.395036807360659603e+00,0.000000000000000000e+00
1.465000000000000000e+03,2.792000000000000000e+03,2.943530845642089844e+01,-1.003090476989746094e+01,1.410606384277343750e+00,1.110450839996337891e+01,-1.404004216194152832e+00,-1.059567928314208984e+00,3.125973915948490145e+01,1.961580915301885852e+01,0.000000000000000000e+00
1.472000000000000000e+03,3.506000000000000000e+03,1.064668941497802734e+01,-2.626477479934692383e+00,-1.022970318794250488e+00,2.239370854695637902e+01,-4.557329336802165010e+00,-1.256528457005818611e+00,3.169393455613282740e+01,1.369813618078000950e+01,0.000000000000000000e+00
1.474000000000000000e+03,3.370000000000000000e+03,1.731946182250976562e+01,3.014943838119506836e+00,-1.006819009780883789e+00,1.216516335805257221e+01,9.111048777898153039e-01,-1.222997268040974861e+00,7.559534363966923820e+01,3.894044334990860445e+00,0.000000000000000000e+00
1.476000000000000000e+03,2.961000000000000000e+03,1.436714935302734375e+01,-8.024818897247314453e+00,-1.220174014568328857e+00,2.935059356689453125e+01,-1.222548198699951172e+01,1.445801138877868652e+00,2.660976424033527010e+01,1.796145422960150384e+01,0.000000000000000000e+00
1.493000000000000000e+03,8.570000000000000000e+02,1.807310676574707031e+01,-8.987395286560058594e+00,-1.800533384084701538e-01,5.185899734497070312e+01,8.235738754272460938e+00,-2.653875112533569336e+00,2.086451607120313056e+01,4.129177391358928162e+01,0.000000000000000000e+00
1.494000000000000000e+03,7.730000000000000000e+02,8.399531364440917969e+00,-1.503087520599365234e+00,-1.018756151199340820e+00,1.508305549621582031e+01,-3.948023557662963867e+00,-1.305888891220092773e+00,3.261668512343482718e+01,8.625487475684829874e+00,0.000000000000000000e+00
1.520000000000000000e+03,3.383000000000000000e+03,1.385412025451660156e+01,-2.584018468856811523e+00,-1.287700891494750977e+00,2.253357569376627723e+01,-4.418268044789631865e+00,-1.314552942911783928e+00,3.547455237769867153e+01,1.062341975720019072e+01,0.000000000000000000e+00
1.525000000000000000e+03,1.127000000000000000e+03,3.512068176269531250e+01,-8.316443443298339844e+00,1.345789670944213867e+00,1.129969263076782227e+01,-4.396165132522583008e+00,-1.081053555011749268e+00,2.749395702643261785e+01,2.261494638861256234e+01,0.000000000000000000e+00
1.533000000000000000e+03,9.440000000000000000e+02,7.206374359130859375e+01,-1.922702789306640625e+01,7.279831886291503906e+00,5.658239746093750000e+01,2.908570671081542969e+01,-2.462572813034057617e+00,0.000000000000000000e+00,5.850517877560581326e+01,0.000000000000000000e+00
1.534000000000000000e+03,3.267000000000000000e+03,2.696781539916992188e+01,-2.827565670013427734e+00,1.070871114730834961e+00,2.572030830383300781e+01,-5.791518211364746094e+00,5.413339734077453613e-01,3.956867753075461991e+01,1.051950564127230869e+00,0.000000000000000000e+00
1.538000000000000000e+03,2.206000000000000000e+03,1.794765663146972656e+01,-1.507265210151672363e+00,-1.177958250045776367e+00,3.762918853759765625e+01,-2.843803405761718750e+00,3.863038122653961182e-01,4.088988526275934987e+01,2.156824944021023782e+01,0.000000000000000000e+00
1.543000000000000000e+03,1.630000000000000000e+03,3.159571456909179688e+01,-8.836166381835937500e+00,1.249048590660095215e+00,1.430497932434082031e+01,-4.224488258361816406e+00,-1.323819279670715332e+00,2.744193245198617603e+01,1.682369316652302516e+01,0.000000000000000000e+00
1.545000000000000000e+03,2.370000000000000000e+02,1.771781349182128906e+01,7.383961081504821777e-01,-1.319778203964233398e+00,2.550392913818359375e+01,-4.401305198669433594e+00,1.047866225242614746e+00,3.773842035616043944e+01,1.012987589380858822e+01,0.000000000000000000e+00
1.547000000000000000e+03,1.390000000000000000e+02,9.727346897125244141e+00,-8.795341491699218750e+00,-3.653817176818847656e-01,2.750747299194335938e+01,-3.036803007125854492e+00,1.679029941558837891e+00,4.082315323750506053e+01,2.156184651907916106e+01,0.000000000000000000e+00
1.548000000000000000e+03,9.610000000000000000e+02,4.701053619384765625e+01,9.638139605522155762e-01,-2.712939500808715820e+00,2.631766700744628906e+01,-4.207523822784423828e+00,-1.410992294549942017e-01,5.893801567488865345e+01,1.910216598468191052e+01,0.000000000000000000e+00
1.554000000000000000e+03,3.437000000000000000e+03,2.935091781616210938e+01,-1.002873229980468750e+01,1.222460985183715820e+00,1.198390007019042969e+01,-4.004975795745849609e+00,-1.073838353157043457e+00,3.281646575538797350e+01,1.731842363318352085e+01,0.000000000000000000e+00
1.557000000000000000e+03,1.101000000000000000e+03,1.339803314208984375e+01,-2.452011108398437500e+00,-1.330143451690673828e+00,1.738710451126098633e+01,-6.584694907069206238e-01,-2.781441271305084229e+00,4.716340196056903977e+01,6.895326714563701387e+00,0.000000000000000000e+00
1.560000000000000000e+03,1.779000000000000000e+03,1.404676723480224609e+01,-8.345948219299316406e+00,-1.336908221244812012e+00,5.936038970947265625e+00,-3.305236101150512695e+00,-9.087766408920288086e-01,3.408401822806095538e+01,8.470020140343061499e+00,0.000000000000000000e+00
1.566000000000000000e+03,4.220000000000000000e+02,1.532639217376708984e+01,-2.412868022918701172e+00,-1.340949177742004395e+00,1.719378852844238281e+01,-5.425445079803466797e+00,1.269530653953552246e+00,3.570759860118463536e+01,4.718746214197503619e+00,0.000000000000000000e+00
1.567000000000000000e+03,1.485000000000000000e+03,1.841437721252441406e+01,2.700045347213745117e+00,-1.347668766975402832e+00,1.712526512145996094e+01,-4.577872455120086670e-01,-1.227106213569641113e+00,5.453782925212310317e+01,1.159258897631101570e+00,0.000000000000000000e+00
1.568000000000000000e+03,1.000000000000000000e+00,1.021640205383300781e+01,-1.589643001556396484e+01,-1.145367249846458435e-01,3.828146362304687500e+01,-3.253233432769775391e+00,1.812886118888854980e+00,1.513071233242111369e+01,3.438971034114660341e+01,0.000000000000000000e+00
1.581000000000000000e+03,3.258000000000000000e+03,1.767027091979980469e+01,3.030394077301025391e+00,-1.134552121162414551e+00,4.001082229614257812e+01,-3.817420601844787598e-01,-2.149487495422363281e+00,5.732409317301182483e+01,2.371145111442872988e+01,0.000000000000000000e+00
1.583000000000000000e+03,3.059000000000000000e+03,1.006290435791015625e+01,-1.097353363037109375e+01,-3.463335037231445312e-01,1.875102519989013672e+01,-4.911404132843017578e+00,-1.961259916424751282e-01,4.229306805389992263e+01,1.353181155961278925e+01,0.000000000000000000e+00
1.585000000000000000e+03,1.109000000000000000e+03,1.711665916442871094e+01,1.733928203582763672e+00,-1.137216806411743164e+00,3.050414466857910156e+01,-1.209845542907714844e+01,1.254199981689453125e+00,3.003411029470375837e+01,1.919471959299817243e+01,0.000000000000000000e+00
1.591000000000000000e+03,5.970000000000000000e+02,2.943604278564453125e+01,-5.659987926483154297e-01,8.101906776428222656e-01,1.021511459350585938e+01,-1.043081188201904297e+01,-8.492791056632995605e-01,4.300949741964457473e+01,1.870183729362557301e+01,0.000000000000000000e+00
1.599000000000000000e+03,2.958000000000000000e+03,3.100408935546875000e+01,-9.950507164001464844e+00,1.667881488800048828e+00,2.246234703063964844e+01,-4.772774696350097656e+00,-1.254914999008178711e+00,3.801872067251760257e+01,1.071158706826176044e+01,0.000000000000000000e+00
1.600000000000000000e+03,2.834000000000000000e+03,4.724341392517089844e+00,-3.013447284698486328e+00,-1.053566277027130127e+00,1.849679946899414062e+01,-4.889474630355834961e+00,1.088930033147335052e-01,4.457820649554177805e+01,1.579643976123703908e+01,0.000000000000000000e+00
1.614000000000000000e+03,3.596000000000000000e+03,1.753545618057250977e+01,1.576615303754806519e+00,-1.068225979804992676e+00,3.139074707031250000e+01,-1.231790447235107422e+01,1.585159897804260254e+00,3.940388478251469451e+01,1.961440688125769682e+01,0.000000000000000000e+00
1.617000000000000000e+03,3.260000000000000000e+02,1.772821998596191406e+01,7.589665651321411133e-01,-1.431400299072265625e+00,2.604733467102050781e+01,-2.983325481414794922e+00,2.338731735944747925e-01,4.909334106827492406e+01,1.015797513112818073e+01,0.000000000000000000e+00
1.621000000000000000e+03,2.861000000000000000e+03,6.557782173156738281e+00,-4.276383876800537109e+00,-1.011033535003662109e+00,1.706578954060872277e+01,1.728792563080787659e-01,-9.166889886061350134e-01,4.203511333478884637e+01,1.354501555596604945e+01,0.000000000000000000e+00
1.624000000000000000e+03,8.520000000000000000e+02,1.324949359893798828e+01,2.017906427383422852e+00,-1.451776623725891113e+00,6.859477233886718750e+01,-1.401741504669189453e+00,6.868155479431152344e+00,0.000000000000000000e+00,5.733841549405995863e+01,0.000000000000000000e+00
1.635000000000000000e+03,7.980000000000000000e+02,1.399381065368652344e+01,-7.847298145294189453e+00,-1.290592074394226074e+00,2.741812133789062500e+01,-2.865578889846801758e+00,1.668369412422180176e+00,3.341035113386473654e+01,1.744145319889210555e+01,0.000000000000000000e+00
1.636000000000000000e+03,6.390000000000000000e+02,1.110512351989746094e+01,-3.102550745010375977e+00,-4.084896147251129150e-01,1.805721282958984375e+01,-4.888268947601318359e+00,-9.878982901573181152e-01,5.379302363017915667e+01,8.985901501680316983e+00,0.000000000000000000e+00
1.641000000000000000e+03,2.170000000000000000e+03,1.771280670166015625e+01,3.073658466339111328e+00,-1.477976679801940918e+00,8.106979370117187500e+01,8.774527549743652344e+00,-4.311638355255126953e+00,6.656987893609461082e+01,6.516377388405760485e+01,0.000000000000000000e+00
1.650000000000000000e+03,1.898000000000000000e+03,1.125173854827880859e+01,-2.896520853042602539e+00,1.622077941894531250e+00,1.788936805725097656e+01,-4.593480110168457031e+00,1.033230543136596680e+00,4.697192190284779656e+01,8.638417990065887508e+00,0.000000000000000000e+00
1.655000000000000000e+03,2.252000000000000000e+03,1.352900791168212891e+01,-2.365237951278686523e+00,-1.269079685211181641e+00,7.413124084472656250e+00,-1.068810820579528809e+00,-1.251182198524475098e+00,3.458774291055092220e+01,4.994942046534941227e+00,0.000000000000000000e+00
1.657000000000000000e+03,1.124000000000000000e+03,1.266670894622802734e+01,1.231945633888244629e+00,-1.174965500831604004e+00,1.186378383636474609e+01,-2.870882987976074219e+00,-1.070077359676361084e+00,2.998852347401124163e+01,2.874514387230308277e+00,0.000000000000000000e+00
1.660000000000000000e+03,2.453000000000000000e+03,5.081022644042968750e+01,1.450728797912597656e+01,-3.076828479766845703e+00,3.833410263061523438e+01,-1.303906345367431641e+01,-1.451982021331787109e+00,2.252754210737114704e+01,2.491378084062914056e+01,0.000000000000000000e+00
1.684000000000000000e+03,1.506000000000000000e+03,1.734267711639404297e+01,1.606794357299804688e+00,-1.147543847560882568e+00,3.028644752502441406e+01,-1.226452636718750000e+01,1.369538545608520508e+00,2.748028880029754006e+01,1.889021730928585185e+01,0.000000000000000000e+00
1.691000000000000000e+03,3.410000000000000000e+02,1.917172431945800781e+01,-1.309245109558105469e+00,-1.679829478263854980e+00,2.626629638671875000e+01,-3.830781221389770508e+00,-6.776940822601318359e-02,5.085621098159894160e+01,9.041126540155433489e+00,0.000000000000000000e+00
1.695000000000000000e+03,2.796000000000000000e+03,4.779947280883789062e+00,-2.646333932876586914e+00,-1.057319402694702148e+00,2.678009033203125000e+00,3.789134621620178223e+00,-1.127015650272369385e+00,4.147334828917812644e+01,6.787771540725364261e+00,0.000000000000000000e+00
1.703000000000000000e+03,2.551000000000000000e+03,1.343277359008789062e+01,2.172556161880493164e+00,-9.552044868469238281e-01,1.839372825622558594e+01,-2.555417060852050781e+00,1.033901691436767578e+00,0.000000000000000000e+00,7.358222524261479158e+00,0.000000000000000000e+00
1.711000000000000000e+03,1.678000000000000000e+03,1.008721065521240234e+01,-1.086603832244873047e+01,-7.113050818443298340e-01,1.109098815917968750e+01,-7.691941857337951660e-01,-1.001787662506103516e+00,2.896356686483989051e+01,1.169227912878218412e+01,0.000000000000000000e+00
1.713000000000000000e+03,2.553000000000000000e+03,3.281853866577148438e+01,-8.679471969604492188e+00,1.197898387908935547e+00,4.229019546508789062e+01,1.628381347656250000e+01,-2.380219697952270508e+00,3.276017519645870379e+01,3.135114016596939379e+01,0.000000000000000000e+00
1.723000000000000000e+03,2.511000000000000000e+03,8.769070625305175781e+00,-1.836579680442810059e+00,-1.484657645225524902e+00,6.974597454071044922e+00,-4.707809925079345703e+00,-7.043296694755554199e-01,5.912127968501563657e+01,2.129739629628589537e+00,0.000000000000000000e+00
1.727000000000000000e+03,1.284000000000000000e+03,9.780201911926269531e+00,-8.806749343872070312e+00,-5.555396676063537598e-01,7.251853942871093750e+00,-5.802122354507446289e-01,-1.199026624361674065e+00,2.873264170766855585e+01,9.160063556400229956e+00,0.000000000000000000e+00
1.728000000000000000e+03,1.315000000000000000e+03,6.162371635437011719e+00,-3.290136814117431641e+00,-9.895812869071960449e-01,1.116334152221679688e+01,-1.379081010818481445e+00,-1.032392501831054688e+00,3.520686421716444414e+01,7.374324834233051185e+00,0.000000000000000000e+00
1.731000000000000000e+03,3.336000000000000000e+03,5.335395431518554688e+01,1.494079589843750000e+01,-2.876716852188110352e+00,3.776441192626953125e+01,-1.362215995788574219e+01,-1.507152557373046875e+00,3.888887243192989018e+01,2.717718701868343700e+01,0.000000000000000000e+00
1.740000000000000000e+03,3.381000000000000000e+03,1.061916828155517578e+01,-2.531066179275512695e+00,1.970283150672912598e+00,6.814969730377197266e+01,-2.095183908939361572e+00,7.906069278717041016e+00,2.723300783712397788e+01,5.972411585581545523e+01,0.000000000000000000e+00
1.756000000000000000e+03,9.400000000000000000e+01,2.033836364746093750e+01,-9.866825103759765625e+00,-7.534941285848617554e-02,2.728796195983886719e+01,-3.880918979644775391e+00,2.092288970947265625e+00,4.549904063875326443e+01,1.289849082157645910e+01,0.000000000000000000e+00
1.762000000000000000e+03,8.320000000000000000e+02,8.991912841796875000e+00,-8.951054573059082031e+00,-8.503230810165405273e-01,3.949766159057617188e+00,2.834985256195068359e-01,-1.085687756538391113e+00,7.985622108305394207e+00,1.032243340457532632e+01,0.000000000000000000e+00
1.764000000000000000e+03,6.170000000000000000e+02,1.445487594604492188e+01,-7.873135089874267578e+00,-1.621350884437561035e+00,1.061624526977539062e+01,-9.966768264770507812e+00,-9.231634140014648438e-01,4.027549958250668283e+01,1.524914277036814481e+00,0.000000000000000000e+00
1.765000000000000000e+03,3.764000000000000000e+03,1.449562549591064453e+01,-1.260049819946289062e+01,-6.793945431709289551e-01,4.006092071533203125e+01,-4.372950077056884766e+00,-2.190512895584106445e+00,1.588542139661424279e+01,3.032158553699714076e+01,0.000000000000000000e+00
1.767000000000000000e+03,1.517000000000000000e+03,1.416645622253417969e+01,-7.886695861816406250e+00,-1.493032693862915039e+00,1.070740509033203125e+01,-9.573936462402343750e+00,-6.259696483612060547e-01,2.977586233279160410e+01,1.175718828558701912e+00,0.000000000000000000e+00
1.770000000000000000e+03,6.660000000000000000e+02,1.558922767639160156e+01,-9.791473388671875000e+00,-9.559252262115478516e-01,2.644393920898437500e+01,-3.956302881240844727e+00,2.184567213058471680e+00,2.649913279276640665e+01,1.583085467712984418e+01,0.000000000000000000e+00
1.776000000000000000e+03,3.206000000000000000e+03,2.718204879760742188e+01,-9.419520497322082520e-01,-5.366000905632972717e-02,4.013170242309570312e+01,1.121081590652465820e+00,-2.188843011856079102e+00,6.302698449305371042e+01,1.580125240551345200e+01,0.000000000000000000e+00
